,index,abv,ibu,id,name,style,brewery_id,ounces,beer_group,group_name,group_abbrev,super_class_id,class_name,Predicted_Class
814,814,0.071,60.0,608,Snake Dog IPA,American IPA,521,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
815,815,0.047,28.0,607,Underdog Atlantic Lager,American Pale Lager,521,12.0,2.0,American Lager,AL,2.0,Lager,Lager
817,817,0.07,70.0,2566,Flying Mouse 4,American IPA,50,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
822,822,0.05,18.0,2111,What the Butler Saw,Witbier,217,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
823,823,0.069,65.0,2110,1916 Shore Shiver,American IPA,217,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
835,835,0.07400000000000001,97.0,318,Vortex IPA,American IPA,206,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
837,837,0.047,19.0,2661,Park,American Pale Wheat Ale,4,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
838,838,0.055999999999999994,16.0,2660,Westfalia,American Amber / Red Ale,4,12.0,1.0,Other Ale,OA,1.0,Ale,SP
839,839,0.046,17.0,2659,KSA,Kölsch,4,12.0,9.0,German Lager,GL,2.0,Lager,Lager
840,840,0.063,42.0,2658,Villager,American IPA,4,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
841,841,0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,15,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
842,842,0.07200000000000001,65.0,1565,Centennial IPA,American IPA,15,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
843,843,0.047,42.0,1223,All Day IPA,American IPA,15,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
844,844,0.076,73.0,1874,El Chingon IPA,American IPA,287,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
845,845,0.057,40.0,1873,Block Party Robust Porter,American Porter,287,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
846,846,0.052000000000000005,20.0,1872,Local Buzz,American Blonde Ale,287,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
850,850,0.064,90.0,2610,The Gadget,American IPA,22,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
852,852,0.052000000000000005,17.0,2309,Sunbru Kölsch,Kölsch,160,12.0,9.0,German Lager,GL,2.0,Lager,Lager
855,855,0.042,9.0,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,160,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
856,856,0.067,47.0,358,Hop Knot IPA,American IPA,160,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
857,857,0.06,21.0,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
860,860,0.05,28.0,2427,Suncaster Summer Wheat,American Pale Wheat Ale,105,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
861,861,0.057,36.0,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),105,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
862,862,0.07,70.0,2424,Big Star White IPA,American White IPA,105,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
864,864,0.069,69.0,1556,Batch 69 IPA,American IPA,253,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
865,865,0.055,18.0,1208,Twisted Helles Summer Lager,Munich Helles Lager,253,12.0,9.0,German Lager,GL,2.0,Lager,Lager
867,867,0.065,33.0,2526,Texicali ,American Brown Ale,66,12.0,1.0,Other Ale,OA,1.0,Ale,SP
869,869,0.042,20.0,2524,Bat Outta Helles,Munich Helles Lager,66,12.0,9.0,German Lager,GL,2.0,Lager,Lager
871,871,0.042,10.0,2522,Rye Wit,Witbier,66,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
872,872,0.059000000000000004,70.0,2521,Soul Doubt,American IPA,66,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
873,873,0.044000000000000004,5.0,2520,Yo Soy Un Berliner,Berliner Weissbier,66,12.0,8.0,German Ale,GA,1.0,Ale,Lager
877,877,0.065,35.0,901,Harvest Ale,Saison / Farmhouse Ale,460,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
878,878,0.065,45.0,875,Fremont Summer Ale,American Pale Ale (APA),460,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
879,879,0.055999999999999994,30.0,858,Universale Pale Ale,American Pale Ale (APA),460,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
880,880,0.065,80.0,857,Interurban IPA,American IPA,460,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
881,881,0.053,32.0,1300,Gateway Kolsch Style Ale,Kölsch,433,12.0,9.0,German Lager,GL,2.0,Lager,Lager
882,882,0.07,24.0,1260,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
883,883,0.052000000000000005,42.0,1259,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
884,884,0.07,73.0,2254,Salamander Slam,American IPA,180,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
886,886,0.07200000000000001,50.0,2077,No Wake IPA,American IPA,228,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
887,887,0.049,15.0,2076,Boathouse Blonde,American Blonde Ale,228,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
888,888,0.05,26.0,2075,Cedar Point,American Amber / Red Ale,228,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
889,889,0.067,70.0,2426,Clean Shave IPA,American IPA,106,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
890,890,0.07200000000000001,75.0,2045,Might As Well IPL,American Pale Lager,240,16.0,2.0,American Lager,AL,2.0,Lager,IPA
891,891,0.057999999999999996,35.0,1960,Saison Pamplemousse,Saison / Farmhouse Ale,240,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
892,892,0.07400000000000001,74.0,1777,2020 IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
893,893,0.08,70.0,1698,Wolf Among Weeds IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
894,894,0.094,92.0,1641,Better Weather IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
895,895,0.059000000000000004,60.0,1490,Point the Way IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
896,896,0.046,15.0,1489,Golden Road Hefeweizen,Hefeweizen,240,16.0,8.0,German Ale,GA,1.0,Ale,Lager
897,897,0.068,65.0,1399,Heal the Bay IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
898,898,0.059000000000000004,60.0,1296,Point the Way IPA,American IPA,240,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
900,900,0.055,20.0,991,Get Up Offa That Brown,American Brown Ale,240,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
901,901,0.08,70.0,750,Burning Bush Smoked IPA,American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
902,902,0.08,70.0,749,Wolf Among Weeds IPA (2012),American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
903,903,0.059000000000000004,60.0,549,Point the Way IPA (2012),American IPA,240,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
904,904,0.046,15.0,548,Golden Road Hefeweizen (2012),Hefeweizen,240,16.0,8.0,German Ale,GA,1.0,Ale,Lager
905,905,0.07,11.0,2587,Vanilla Porter,American Porter,39,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
906,906,0.07,70.0,1109,Descender IPA,American IPA,464,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
907,907,0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
908,908,0.055999999999999994,36.0,1000,Good People Pale Ale,American Pale Ale (APA),478,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
909,909,0.09300000000000001,103.0,312,Snake Handler Double IPA,American Double / Imperial IPA,478,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
910,910,0.06,54.0,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
911,911,0.06,64.0,309,Good People IPA,American IPA,478,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
912,912,0.057999999999999996,36.0,308,Good People American Brown Ale,American Brown Ale,478,12.0,1.0,Other Ale,OA,1.0,Ale,SP
913,913,0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
914,914,0.059000000000000004,55.0,2198,Goose Island India Pale Ale,American IPA,196,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
915,915,0.054000000000000006,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
916,916,0.054000000000000006,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
917,917,0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
918,918,0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
919,919,0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
920,920,0.052000000000000005,19.0,1383,Beaver Logger,American Pale Lager,420,12.0,2.0,American Lager,AL,2.0,Lager,Lager
925,925,0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
926,926,0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,213,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
927,927,0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
928,928,0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
929,929,0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.0,1.0,Other Ale,OA,1.0,Ale,SP
930,930,0.055999999999999994,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
931,931,0.062,60.0,1701,Great Crescent IPA,American IPA,165,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
932,932,0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,165,16.0,9.0,German Lager,GL,2.0,Lager,SP
933,933,0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
934,934,0.055999999999999994,33.0,1269,Great Crescent Coconut Porter,American Porter,165,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
935,935,0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0,9.0,German Lager,GL,2.0,Lager,SP
936,936,0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
937,937,0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0,1.0,Other Ale,OA,1.0,Ale,SP
938,938,0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0,9.0,German Lager,GL,2.0,Lager,SP
939,939,0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,SP
940,940,0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,165,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
941,941,0.075,65.0,455,Bourbon's Barrel Stout,American Stout,165,16.0,4.0,Stout/Porter,SP,3.0,SP,IPA
942,942,0.08,66.0,442,Great Crescent Stout,English Stout,165,16.0,4.0,Stout/Porter,SP,3.0,SP,IPA
943,943,0.055999999999999994,33.0,441,Great Crescent Coconut Porter (2012),American Porter,165,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
945,945,0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
946,946,0.062,60.0,436,Great Crescent IPA (2011),American IPA,165,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
947,947,0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
954,954,0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
957,957,0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0,2.0,American Lager,AL,2.0,Lager,Lager
958,958,0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0,2.0,American Lager,AL,2.0,Lager,Lager
959,959,0.052000000000000005,49.0,1923,Commotion APA,American Pale Ale (APA),269,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
961,961,0.05,5.0,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
962,962,0.07,22.0,1574,Barrel Aged Farmer,American Brown Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,SP
965,965,0.048,20.0,1244,Dos Pistolas,Vienna Lager,365,12.0,9.0,German Lager,GL,2.0,Lager,Lager
966,966,0.05,30.0,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
968,968,0.055,10.0,865,Widespread Wit,Witbier,365,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
969,969,0.054000000000000006,30.0,864,Roller Dam Red Ale,Irish Red Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
970,970,0.053,48.0,863,483 Pale Ale,American Pale Ale (APA),365,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
971,971,0.09,99.0,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.0,2.0,American Lager,AL,2.0,Lager,IPA
972,972,0.07,22.0,655,Farmer Brown Ale,American Brown Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,SP
973,973,0.07,70.0,540,Big Cock IPA,American IPA,365,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
974,974,0.059000000000000004,25.0,539,Oktoberfest,Märzen / Oktoberfest,365,16.0,9.0,German Lager,GL,2.0,Lager,SP
975,975,0.048,25.0,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
976,976,0.06,36.0,371,Redband Stout,American Stout,365,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
977,977,0.053,48.0,190,483 Pale Ale (2010),American Pale Ale (APA),365,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
978,978,0.054000000000000006,30.0,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
979,979,0.05,30.0,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
980,980,0.057,44.0,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
981,981,0.067,71.0,2313,Mothman Black IPA,American Black Ale,156,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
983,983,0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,86,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
985,985,0.06,54.0,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
986,986,0.04,20.0,1186,Hazy Day Belgian-Style Wit,Witbier,379,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
988,988,0.06,34.0,984,Leaning Chimney Smoked Porter,American Porter,379,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
989,989,0.06,54.0,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
990,990,0.049,22.0,631,Flagship Ale,Cream Ale,379,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
991,991,0.045,6.0,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
993,993,0.05,25.0,2142,Screamin' Pumpkin,Pumpkin Ale,124,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
994,994,0.05,35.0,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
995,995,0.065,25.0,2140,El Rojo,American Amber / Red Ale,124,16.0,1.0,Other Ale,OA,1.0,Ale,SP
997,997,0.05,35.0,2138,Grind Line,American Pale Ale (APA),124,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
998,998,0.04,55.0,2007,Norm's Gateway IPA,American IPA,124,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1000,1000,0.063,43.0,2339,Little Red Cap,Altbier,144,12.0,9.0,German Lager,GL,2.0,Lager,SP
1001,1001,0.069,67.0,1857,Supergoose IPA,American IPA,290,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1011,1011,0.07,40.0,2026,Pursuit,American IPA,248,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1012,1012,0.052000000000000005,18.0,1361,Half Full Bright Ale,American Blonde Ale,248,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1013,1013,0.046,17.0,1016,Orange Wheat,Fruit / Vegetable Beer,476,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1014,1014,0.043,14.0,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1015,1015,0.075,70.0,1677,The Great Return,American IPA,343,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1016,1016,0.044000000000000004,18.0,1331,Hardywood Cream Ale,Cream Ale,343,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1017,1017,0.055999999999999994,55.0,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1018,1018,0.052000000000000005,15.0,2059,UFO Gingerland,Herbed / Spiced Beer,234,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1019,1019,0.062,45.0,1653,The Long Thaw White IPA,American White IPA,234,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1021,1021,0.05,28.0,1380,Harpoon Summer Beer,Kölsch,234,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1022,1022,0.059000000000000004,42.0,1379,Harpoon IPA,American IPA,234,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1023,1023,0.059000000000000004,20.0,1340,UFO Pumpkin,Pumpkin Ale,234,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1024,1024,0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1025,1025,0.059000000000000004,42.0,770,Harpoon IPA (2012),American IPA,234,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1026,1026,0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,234,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1027,1027,0.048,10.0,610,UFO White,American Pale Wheat Ale,234,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1028,1028,0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,234,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1029,1029,0.059000000000000004,42.0,126,Harpoon IPA (2010),American IPA,234,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1037,1037,0.076,65.0,1895,Groupe G,Belgian IPA,280,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1038,1038,0.062,40.0,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16.0,2.0,American Lager,AL,2.0,Lager,SP
1039,1039,0.08800000000000001,77.0,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1040,1040,0.07200000000000001,45.0,990,Loose Cannon,American IPA,479,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1041,1041,0.06,30.0,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12.0,9.0,German Lager,GL,2.0,Lager,SP
1043,1043,0.063,30.0,1351,Grazias,Cream Ale,423,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1044,1044,0.08,86.0,1346,Habitus IPA,American IPA,423,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1045,1045,0.099,85.0,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1046,1046,0.063,21.0,2295,The Golden One,American Pilsner,168,12.0,11.0,Pilsner,PL,2.0,Lager,SP
1047,1047,0.07,68.0,2294,The Power of Zeus,American Pale Ale (APA),168,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1048,1048,0.044000000000000004,22.0,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1051,1051,0.045,32.0,1615,The 12th Can™,American Pale Ale (APA),362,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1052,1052,0.055,34.0,889,Hilliard's Pils,Czech Pilsener,362,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1053,1053,0.049,20.0,724,Hilliard's Blonde,American Blonde Ale,362,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1054,1054,0.055,60.0,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1055,1055,0.066,30.0,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1057,1057,0.042,25.0,1835,Provision,Saison / Farmhouse Ale,297,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1058,1058,0.047,28.0,1834,One Nut Brown,American Brown Ale,297,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1059,1059,0.057999999999999996,45.0,1833,Hop Farm IPA,American IPA,297,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1060,1060,0.049,20.0,2195,Double D Blonde,American Blonde Ale,198,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1061,1061,0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,198,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1062,1062,0.063,70.0,1543,Proxima IPA,American IPA,198,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1063,1063,0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,198,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1064,1064,0.048,13.0,1354,541 American Lager,American Pale Lager,198,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1065,1065,0.065,90.0,1353,Alphadelic IPA,American IPA,198,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1066,1066,0.065,90.0,499,Alphadelic IPA (2011),American IPA,198,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1067,1067,0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,198,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1070,1070,0.051,40.0,502,Alteration,Altbier,395,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1071,1071,0.06,50.0,501,Pale Dog,American Pale Ale (APA),395,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1074,1074,0.027000000000000003,21.0,2482,Totally Radler,Radler,80,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1075,1075,0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1076,1076,0.039,20.0,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1077,1077,0.039,20.0,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1078,1078,0.039,20.0,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1079,1079,0.039,20.0,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1080,1080,0.039,20.0,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1081,1081,0.039,20.0,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1082,1082,0.039,20.0,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1083,1083,0.039,20.0,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1084,1084,0.039,20.0,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1085,1085,0.039,20.0,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1086,1086,0.039,20.0,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1087,1087,0.057999999999999996,60.0,2388,Rise Up Red,American Amber / Red Ale,80,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1088,1088,0.057999999999999996,35.0,2200,Survival Stout,American Stout,80,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1089,1089,0.066,75.0,2199,Hopworks IPA,American IPA,80,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1090,1090,0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1091,1091,0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,80,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1092,1092,0.057999999999999996,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1093,1093,0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,80,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1094,1094,0.051,32.0,658,HUB Lager,Czech Pilsener,80,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
1095,1095,0.066,75.0,653,Hopworks IPA (2012),American IPA,80,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1097,1097,0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,120,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1101,1101,0.068,90.0,1903,Let It Ride IPA,American IPA,277,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1102,1102,0.065,22.0,1691,Stir Crazy Winter Ale,Winter Warmer,277,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1103,1103,0.05,10.0,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
